0,1,0.84,2,13.9,20.6,35.3,55.2,2
0,1,1.78,2,9.1,24.4,34.7,61.5,2
0,1,4.51,2,8.9,25.6,33.5,91,2
0,1,2.52,2,5.4,14.9,21,32.2,0
0,2,5,2,4.9,20.7,25.2,30.9,0
0,1,4.79,2,5.5,29.1,41.8,53.1,0
0,1,5,1,5.4,20.7,14.9,60.4,0
0,2,5,2,5.5,26.7,38,45.9,0
0,2,0.48,2,5.4,19.9,29,38.8,0
0,1,1.2,2,5.2,20,27.5,43.5,0
0,2,5,2,5.2,14.5,25.8,61,0
0,2,0.84,2,5.4,15.4,20.8,34.3,0
0,1,5,2,6.9,29.7,36.5,83.8,2
0,2,0.41,2,5.4,15.3,24.7,38.3,0
0,1,1.79,1,5.4,15.2,25.7,41.8,0
4,2,2.1,2,5,15.1,26.5,71.4,0
0,1,0.76,2,5.4,20.7,13.9,60.4,0
0,1,1.58,2,5.1,17,30.7,96.6,0
4,1,0.29,2,5.3,22.8,34.5,76.7,0
0,1,0.58,2,5.4,25.8,38.2,74.4,0
0,2,2.97,2,5.5,14,21.8,53.2,0
0,2,2.97,2,5.8,26.5,43,68.2,0
4,1,5,2,5,22.3,30.9,86.6,0
0,2,0.69,1,5.4,20.7,29.2,60.4,0
0,2,5,2,5.4,20.7,17.7,15.8,0
0,1,3.07,2,5.4,16.4,28.8,46.3,0
6,1,2.26,2,5,18.3,42.8,126.8,0
0,2,1.27,2,5.4,20.7,16.3,60.4,0
0,1,3.33,2,5.7,25,40.4,94.8,0
0,1,1.54,2,5.4,13.8,20,34.5,0
0,1,1.74,2,5.5,21.3,31,71.7,0
0,1,0.8,2,5.4,20.7,16.4,60.4,0
0,1,5,2,5.4,20.7,19.1,14.1,0
0,1,2.14,2,5.7,25.5,32.5,86.2,0
0,1,4.19,2,5.4,20.7,18.1,60.4,0
3,1,0.45,2,5.2,19.5,29.6,70,0
0,1,3.09,2,7.7,27.7,34,95.9,2
7,2,5,2,5.9,29.2,37.2,64.1,0
7,2,2.18,2,5.4,20.7,29.2,55.1,0
0,1,2.18,2,5.2,22.2,35.9,87.5,0
0,2,1.52,2,5.2,15.8,24,36.8,0
0,1,0.63,2,6.2,29.4,40.3,132.7,1
0,1,3.82,2,5.3,17,25.6,34.2,0
0,1,3.82,1,5.4,20.7,17.1,60.4,0
2,1,3.77,2,9.4,27.7,34.4,77.6,2
0,2,2.44,2,5.4,22.3,28.3,46.3,0
0,1,4.25,2,5.2,16.9,28.1,48.6,0
0,1,3.23,2,5.3,19.9,34.5,89.5,0
0,1,1.08,2,5,31,38.5,67.3,0
0,1,0.42,2,5.4,20.7,14.2,60.4,0
0,2,1.09,2,5.4,15,21.8,40.4,0
0,1,2.03,2,4.9,25.3,35,91.9,0
0,2,0.45,2,5.4,20.7,15.7,60.4,0
0,2,0.88,2,5.4,20.7,19.6,14.3,0
0,2,5,2,6.1,27.5,37.8,68.9,1
9,2,1.29,2,5,19.9,26.2,50.9,0
8,2,1.22,2,6.3,22.2,27.5,32.3,1
0,2,5,2,5.5,19.9,28.3,51.8,0
2,1,0.47,2,5.4,20.7,18,17.3,0
0,2,0.47,2,5.5,21.8,32.4,45.1,0
5,2,0.84,2,5,20.2,30.3,79,0
0,2,5,2,5.4,20.7,15.6,60.4,0
0,1,5,2,5.6,21.5,29.6,61.2,0
0,1,5,2,6,26.1,34.3,83.4,1
0,1,3.27,2,5.3,22.3,33.8,60.4,0
0,2,0.47,2,4.9,20.7,30.3,46.5,0
0,2,0.78,2,5.4,22.7,28.7,58.4,0
0,1,3.63,1,5.4,20.7,29.2,60.4,0
0,1,3,2,5.3,22.6,28.2,53.3,0
0,2,3.45,1,5.2,25.7,40,80.9,0
0,1,5,2,5,15.6,24.8,53.6,0
0,2,0.71,2,6.1,29.3,35.8,61.9,1
3,1,2.48,2,4.5,24.8,36,64.6,0
0,2,3.56,2,5.2,21.1,33.9,51.3,0
0,2,5,2,5.4,20.7,19.5,60.4,0
0,2,3.82,2,5.4,20.7,29.2,60.4,0
0,2,0.3,2,5.4,20.7,15.8,60.4,0
0,2,2.18,2,6,21.1,27.7,40.8,1
0,1,1.45,2,5.9,27,33,58.4,0
0,2,2.23,2,4.9,19,26.3,39.5,0
0,2,0.77,2,5.4,19.1,21.5,37,0
0,2,2.27,2,5.5,27.1,37.7,58.7,0
7,1,0,2,7.6,23,29.3,82,2
0,1,1.13,2,5.4,10.9,16.4,17.9,0
0,2,5,2,8.4,23.4,37.8,55,2
0,1,4.25,1,5.4,20.7,16,60.4,0
0,2,3.53,2,7.1,24.6,33,62.6,2
0,2,5,2,5.4,15.8,26.1,60.4,0
0,1,2.19,2,5.4,20.7,19.6,20.7,0
0,2,2.31,2,5.4,20.7,28.3,21.9,0
0,2,3.81,2,5.4,27.4,40.8,75.3,0
0,2,0.38,2,5.4,13.5,21.2,30,0
0,1,1,2,5.5,31.3,36.8,60.4,0
0,1,1.79,2,5.7,26.7,38.2,101.4,0
0,1,4.25,2,5.3,22.7,35.9,102.9,0
0,2,1.45,1,5.1,21.8,34.1,60.4,0
0,1,5,2,5.4,18.8,34.5,95.6,0
0,2,1.93,2,5.9,28.3,48.5,40.8,0
3,1,1.82,2,5.5,21.1,30,84.3,0
99,1,2.02,2,5.5,16.7,27.2,109.2,0
0,1,0.61,1,8.6,20.7,29.2,60.4,2
0,1,5,2,4.7,23,41.7,112.8,0
0,2,3.14,2,5.4,20.7,17.8,60.4,0
77,1,0.03,2,5.5,20.7,29.2,53.9,0
0,1,3.81,2,6.1,21.9,29.6,57.7,1
0,1,0.65,2,5.2,22.1,37,92.1,0
0,2,1.43,2,5.5,25.2,35.9,59.5,0
0,1,0.96,2,5.4,20.7,19.1,60.4,0
9,2,0.87,2,6,22.2,37,39.6,1
0,1,0.86,2,5.3,16.5,28.4,60.4,0
0,1,5,2,5.8,25.2,33.8,96.1,0
0,1,5,2,5,17.5,27.2,75.1,0
7,2,5,2,4.3,16,27.3,60,0
3,1,0.87,2,5.2,18.8,33.5,94.8,0
0,1,2.73,2,5.3,30.5,39.5,96.5,0
0,2,5,2,5.4,26,42.4,43.3,0
0,1,1.02,2,5.8,26.5,40.2,94.7,0
0,2,1.52,2,5.4,20.7,15.5,60.4,0
0,1,2.46,2,5.5,15.3,25.5,37.7,0
0,2,1.07,2,5.4,13.4,24,36.8,0
0,2,0.36,1,5.4,20.7,15.3,60.4,0
0,2,2.12,1,5.4,20.7,16.3,60.4,0
7,1,5,2,7.3,23,31,60.5,2
0,2,1.02,2,5.4,20.7,29.2,60.4,0
0,2,0.63,2,5.4,20.7,24.7,24.2,0
0,1,0.72,2,5.4,12,17.5,26.7,0
0,1,4.45,2,5.5,25.6,37.8,89.7,0
0,2,3.09,2,5.8,19.5,28,58.7,0
0,1,1.56,2,5.2,14.8,24,64.2,0
6,1,1.61,2,8.6,19.4,28.5,56.8,2
0,2,0.78,2,6.1,20.7,35.6,52.7,1
0,2,4.51,2,6.6,21.2,30.9,52.1,2
0,2,4.51,2,5.4,13.1,21,14.2,0
0,2,3.18,2,5.2,17.5,24.4,52.2,0
0,1,2.74,2,4.7,22.3,37.7,110.5,0
0,1,2.74,1,5,17.6,31.3,87.9,0
0,1,0.51,2,5.4,20.7,15.5,60.4,0
4,1,4.19,2,5.5,19.7,29.6,81.2,0
0,2,3.81,2,5.9,34.7,44.1,46.9,0
5,2,3.81,2,5.3,20.2,28,53.3,0
0,2,0.93,1,5.4,12.7,17.9,29,0
0,1,4.19,2,5.4,12.5,19.3,29.3,0
0,1,1.44,2,7.6,26,35.8,73.1,2
0,1,0,2,4.8,26,36.3,98.9,0
0,1,5,2,7.3,20.2,30.6,45.3,2
0,1,2,1,5.1,26.2,36.4,76.5,0
0,1,0.47,1,5.4,20.7,15.5,60.4,0
0,1,0.46,2,5.4,20.7,17.3,60.4,0
0,1,5,2,5.2,22.8,35.1,77,0
0,1,0.76,2,5.4,20.7,29.2,60.4,0
0,2,5,2,5.1,18.8,32,70,0
0,2,3.07,2,6,25.1,33.5,77.6,1
